negative,neutral,positive,word
2,0,1,intimation
2,1,1,effing
1,0,0,latching
1,1,0,unsupportive
2,1,1,sync
1,1,0,leche
1,0,0,applauding
4,7,6,pump
1,0,0,breastfeeds
1,0,0,bookshelves…what
1,0,0,through…
1,3,3,sizable
1,0,0,tout
1,0,2,lexicon
1,1,1,logged
2,0,1,churlish
4,7,4,confessional
2,0,1,sexed
1,0,0,christ…
1,0,0,conections
1,0,1,damnit
1,2,0,anywho
1,0,0,netheril
2,0,0,sunbright
1,0,0,knucklbones
1,0,0,haried
1,0,0,feind
2,0,0,beleive
1,0,0,thrid
1,0,0,clapped
10,0,0,dunford
3,1,0,unwillingly
2,9,4,sweetheart
1,1,0,bounder
1,3,2,frighten
1,0,0,henrietta
1,3,3,resourceful
2,0,0,stannage
1,1,1,debutante
4,1,3,dreamy
1,1,1,roguish
3,2,0,minx
2,0,0,commoner
3,0,2,hush
1,0,0,snog
1,0,0,swoons
1,0,0,…those
2,1,0,devastatingly
1,5,5,intimidating
1,1,0,cupping
1,0,0,vise
1,0,1,siddhartha
1,0,1,readin
1,1,0,thinkin
1,0,0,talkin
2,0,0,gatherer
1,0,0,nomads
6,2,0,mammoths
5,1,0,oversimplification
1,0,0,ecologists
1,0,0,smuts
1,3,4,powerhouse
1,0,0,thinktank
2,1,0,indefinitely
1,0,5,bureaucrats
2,0,1,tightrope
2,1,0,whack
1,0,0,mqos
1,2,1,heretics
1,0,0,reincarnations
1,0,0,yob
3,2,2,saucy
2,16,3,surfing
1,0,0,lucian
1,0,0,beachcomber
1,7,23,networks
2,12,11,espionage
3,1,2,craze
1,0,0,ipcris
1,0,0,manchurian
1,0,0,lecarre
1,2,1,oct
1,0,0,undisturbed
3,4,5,bursting
1,0,1,bowled
1,1,0,hicksville
1,0,0,moonshining
1,0,0,hillbillies
1,1,1,hillbilly
1,0,0,tommyknockers
1,2,4,forthright
3,2,2,mansfield
2,0,0,ethnographic
1,0,0,essentializes
1,2,2,dichotomous
1,0,0,existant
18,4,1,indirect
1,11,1,burke
1,1,0,spooge
2,2,1,sinned
3,1,2,saviour
1,1,1,adorned
1,0,0,wreaths
1,0,0,henna
1,0,1,markings
24,4,5,mao
1,0,0,mariel
2,1,1,cheesey
2,0,0,anchee
2,0,0,cazaviel
1,1,0,stoning
1,0,0,soraya
4,0,0,boned
3,1,0,muffin
1,0,2,proverb
3,1,4,interrogation
1,0,0,jiang
1,0,0,runqing
1,8,2,glamorous
1,4,7,comrade
1,1,1,juxtaposed
2,1,1,notoriety
1,0,0,terrill
2,1,0,qing
1,1,2,applause
1,0,0,ibson
1,3,1,spoils
1,0,0,specificlly
2,0,0,tonsils
1,1,1,glibly
1,0,0,chidlren
2,10,1,gertrude
1,0,0,vandalizing
2,3,3,wringing
2,0,0,showtime
1,0,0,confidante
2,1,0,colliding
1,0,0,quan
1,0,1,juggle
1,0,1,sequentially
1,3,5,analyzes
1,1,0,theorizing
1,3,0,upholding
1,0,0,cissexist
1,0,0,monosexist
1,0,0,baird
1,0,0,emphansis
4,2,5,begged
4,6,5,violet
4,5,7,slender
1,2,0,brunettes
1,4,1,accounted
1,0,3,heywood
3,10,4,ambassador
1,0,0,chipped
3,2,1,rubbing
1,0,2,shivering
1,0,0,distel
1,0,0,indisposed
1,0,0,colourless
1,3,0,frenchman
1,0,0,sarcasm—did
1,0,0,cher
1,0,0,gift…
1,0,4,curved
6,2,3,devious
2,1,0,swine
1,0,2,faithless
1,0,0,mema
1,0,0,why—force
1,3,2,assassinating
1,0,0,ungallant
1,0,0,coul
5,2,9,farewell
1,3,1,spat
1,4,9,dent
11,3,1,scar
1,0,0,appendectomy
1,0,3,narrowed
1,2,1,coolly
1,2,2,handsomely
1,0,0,unfazed
1,1,1,jot
1,0,3,craven
2,3,1,heros
1,0,0,soley
1,4,2,repugnant
5,6,11,creek
3,3,2,updating
1,0,1,delighting
5,0,0,hutchens
1,0,0,prefacehi
1,1,4,mischievous
2,4,6,minnesota
1,0,0,wilsoni
1,1,2,buzzing
1,0,0,hackler
1,0,0,distributors
1,1,1,hideout
3,2,3,await
1,0,0,lickings
1,0,0,scg
1,1,1,vaughn
1,0,0,ohlman
4,0,0,forger
1,0,0,goldie
6,0,0,forgery
1,2,1,prodigious
1,0,0,siaki
2,1,1,hatched
1,1,1,recognising
2,3,2,unauthorized
1,1,0,pirated
1,0,0,crutcher
1,0,0,disjointedly
1,0,1,tightening
1,2,0,anemic
1,0,0,notbored
1,0,0,easygoing
1,5,3,sleeve
1,0,0,divulged
18,1,5,jayne
2,2,7,fifties
1,2,1,squashed
1,0,0,mammary
2,0,0,overstating
1,0,0,blithe
2,0,0,pout
14,5,4,pepper
1,1,0,suing
1,1,11,tumultuous
1,0,0,coexisting
1,0,0,provocatrix
2,0,1,clairvoyant
1,0,0,shonky
1,0,0,overcomplicating
1,0,0,mcgarvey
3,0,0,hagberg
2,1,0,surmise
1,1,0,talky
2,0,0,astonishment
2,1,1,truthfully
2,15,24,concise
1,1,1,anesthetic
2,3,0,garish
2,0,0,zealous
1,0,4,upstart
3,0,1,roams
1,0,2,trailing
1,0,0,bellboys
1,3,2,osama
1,0,1,foils
1,1,2,ushered
2,4,1,reverend
1,0,0,servility
1,0,0,soundlessly
1,1,1,eradicate
3,1,1,meltdown
6,6,8,conquer
1,0,0,overzealous
4,0,1,filmstrip
1,0,0,danno
3,0,0,goddamned
2,0,0,sadka
2,6,8,evaluation
1,0,0,ivillage
1,2,3,myers
3,1,4,surfaces
1,0,0,maddron
1,0,0,fantagraphics
1,0,0,eightball
1,4,0,clowes
1,0,1,ado
1,0,0,it……i
1,0,0,coleslaw
1,0,0,doppelmeyer
2,0,0,amélie
2,0,0,daria
2,3,8,masterpieces
1,2,0,imdb
1,0,0,faaar
3,0,0,tesla
1,0,3,electrical
1,2,3,grid
1,3,3,wireless
1,0,0,proclamations
2,5,8,inventions
1,0,0,deluding
1,1,4,cheney
1,0,0,breathlessly
1,0,3,stature
1,0,1,airways
1,1,1,procreate
1,0,0,massimo
1,0,0,carlotto
1,0,0,fieri
2,6,1,angsty
1,0,0,coors
2,0,1,bros
1,0,0,beaker
1,0,1,muppet
1,0,0,bleating
1,1,1,noises
4,0,0,raines
2,2,0,johnstone
1,0,2,wasteland
1,0,0,telephones
2,4,6,cable
1,9,11,ashes
1,1,1,fleas
1,0,0,persnickety
1,0,0,davinci
2,0,0,baroness
1,1,0,indoctrinate
2,2,1,alchemical
1,0,0,chymical
1,0,0,bookstall
3,4,1,hedonism
1,0,1,emotionalism
3,1,4,repetitions
6,9,10,thirds
2,7,8,preceding
1,1,0,reuse
2,10,12,applicable
2,0,0,teaser
7,5,10,raid
2,1,1,decimated
1,0,0,carapace
1,0,0,walkabout
1,0,0,facehuggers
2,0,0,facehugger
2,1,1,karate
1,5,2,gangsters
1,0,0,laotian
1,0,1,machetes
2,4,5,orphans
1,0,0,tux
1,0,0,notails
2,0,0,cufflinks
1,3,1,thieving
1,1,0,iroquois
1,1,0,scatter
2,3,4,trickle
1,0,1,mutt
1,0,0,soypro
1,0,0,hypersleep
4,2,3,convicts
1,0,1,monitored
1,0,0,mutinies
1,1,1,mutiny
1,0,0,unmonitored
2,2,2,pieced
1,1,0,mutineers
2,1,0,pod
1,0,1,ultrasonic
1,0,0,suppressor
1,0,6,searing
1,4,2,vegetation
1,1,7,mist
1,0,0,yahoos
2,0,0,override
1,0,0,badger
1,0,1,punctuate
2,3,3,torpedo
3,0,1,fencing
1,0,1,creased
4,3,4,brow
1,2,2,dearest
1,3,4,fundamentals
1,1,1,reinventing
2,0,0,critiqued
1,0,0,absentia
3,10,8,lovingly
1,0,0,transfixes
1,0,2,confide
2,2,1,cutter
1,0,0,thinned
2,0,1,adherent
2,2,3,snowflake
3,1,1,thickly
1,0,0,gorean
2,1,1,overwhelms
1,0,0,stupidities
8,0,0,maddie
1,5,3,custody
1,4,3,truthful
2,2,3,closeness
1,4,6,ohio
1,0,1,fluctuating
1,0,0,boarders
2,1,2,predates
2,0,0,engelhardt
2,0,1,brutes
1,0,1,bogey
6,6,3,abuses
2,2,1,splinter
2,0,0,sparsely
1,3,3,turf
1,1,0,magnifies
1,0,0,stormtroops
1,0,0,vaders
1,0,0,forearm
1,0,0,antagonize
1,0,0,uselessly
3,4,2,pessimistic
1,4,1,usable
1,0,0,crinkling
1,1,0,syncopation
1,0,0,squishy
1,0,0,upsurge
1,0,2,originating
1,0,0,leninism
1,4,6,vanguard
2,7,2,activism
1,0,0,ultraleft
1,0,0,prohibitively
2,0,0,horseshit
1,0,0,hugest
2,8,13,emancipation
1,0,0,examplarhood
1,1,0,knowledgable
2,0,0,exemplarhood
1,1,8,congregational
2,2,0,remnant
1,1,1,toned
1,2,1,inhibitions
1,0,0,excell
1,1,0,placating
2,1,2,reiterate
1,5,0,proclamation
1,0,0,essentialist
2,2,2,denounce
1,3,3,skulls
1,1,4,wheeler
1,0,0,arcanum
2,0,0,houdini
4,8,12,innovative
1,0,2,greener
1,0,0,rsvp
2,1,0,envelopes
2,1,0,emissions
1,3,1,rican
1,1,0,rainforest
1,0,0,jetting
2,0,0,valperga
9,0,0,castruccio
4,0,0,lucca
3,0,4,godwin
2,0,0,guelphs
4,0,2,ghibellines
2,0,0,guelph
2,2,0,barbarism
5,0,1,meditate
1,0,1,divina
1,0,0,comedia
1,4,0,exiles
1,0,0,ancona
1,0,0,dianora
1,0,1,hospitality
2,0,0,ruggieri
1,1,2,unmarked
1,0,0,unblamed
1,0,2,fortitude
1,1,1,journeyed
1,0,0,wonted
1,0,1,censuring
1,0,1,arched
2,1,1,euthanasia
1,0,0,guinigi
4,8,6,winters
1,0,0,swanned
1,0,1,hereafter
5,0,4,daphne
2,0,1,maurier
1,0,0,reallllly
1,0,0,tne
1,0,0,hijack
1,0,0,sonebody
1,0,0,readymade
1,0,0,longwinded
1,0,0,thankyou
1,0,0,pleeese
1,0,0,crocheting
1,0,0,strawpersons
1,0,0,argumentum
1,0,0,irrationalisms
1,0,1,scurrilous
2,0,1,manifestly
5,28,2,cambodia
1,0,0,sous
1,0,0,rature
1,0,0,jingo
1,3,4,proto
1,0,0,teabaggery
1,0,1,awash
2,1,9,crippling
1,3,4,bowling
3,3,4,monastery
5,5,1,deceived
1,0,0,idiolects
1,0,0,iremic
3,5,7,discern
1,1,0,supplementing
2,1,2,circuits
1,0,0,dejection
1,3,1,regulate
1,0,5,novak
3,1,0,coburn
4,0,0,framers
1,0,0,gengrich
1,0,0,forsee
1,0,0,intervetion
1,0,1,libertarians
1,4,13,assets
1,1,2,regulating
1,0,0,undreampt
2,0,1,knuckle
1,0,0,acrostics
2,1,1,outweighed
1,0,0,gentrification
1,0,0,saviours
1,0,0,placelessness
2,0,0,globalized
2,3,0,myopic
1,0,0,selfcentered
2,4,8,intimately
1,0,0,franciscan
1,0,4,solnit
1,0,1,personifies
1,0,0,pagonis
1,1,0,airlifted
1,1,2,containers
1,1,0,shipment
1,0,0,benning
1,0,0,busing
1,3,4,reliant
1,0,0,cilivian
2,2,2,dormant
1,1,1,pricing
1,0,0,comradery
1,0,0,kindo
2,0,0,perp
1,0,1,bereaved
1,0,0,aread
3,2,0,coppola
2,0,0,spank
1,1,6,inferno
1,0,0,infernos
1,0,0,bathtubs
1,0,0,creeptastic
1,0,0,bicentenary
12,0,2,chesapeake
2,5,1,fascinate
2,2,1,fictionalised
5,0,0,biggs
3,0,1,frigate
1,2,0,privateer
1,1,0,cruises
1,1,1,coastline
2,0,0,shipmates
1,0,0,aground
1,1,0,blockade
1,0,0,refits
1,0,0,blockading
4,0,0,chesapeakes
1,1,0,halifax
1,0,0,washingtons
1,2,3,disadvantage
2,3,0,nautical
6,2,8,sailing
2,0,1,licence
4,11,13,storyteller
1,6,0,workmanlike
1,1,0,dramatised
1,0,0,canister
1,1,1,decimating
1,2,0,broadside
2,1,3,barrage
1,1,0,overuses
1,0,0,bosun
1,0,0,clements
1,0,1,irishman
2,2,7,expository
1,3,6,sailors
1,8,12,interpreting
1,0,1,midshipman
1,1,4,rookie
1,0,2,offstage
2,0,0,schooner
1,1,3,attentions
1,2,1,moot
1,0,0,unready
3,3,1,newcomers
2,4,19,nelson
1,0,1,englanders
1,0,0,jacks
1,0,0,britannia
2,2,3,sympathies
1,0,0,jailbreak
2,1,0,repatriated
3,1,10,sail
1,0,0,beldame
1,1,0,pollyanna
2,2,2,stats
6,0,0,slan
1,8,10,highway
2,1,0,vogt
1,0,3,zionism
1,0,0,venial
2,0,0,solvable
1,0,1,adverbial
1,0,0,tendriless
1,0,0,bankrupts
1,0,0,slans
1,1,0,brights
1,0,0,isher
2,0,0,lora
5,4,1,megan
2,0,0,empath
2,2,0,braden
1,0,0,arness
1,0,0,rothgar
1,0,0,bewcastle
5,1,0,jonas
1,5,1,wyatt
2,5,5,forged
2,2,4,labs
1,0,0,inhumanely
1,4,8,senator
3,1,0,cooley
1,0,0,intermission
1,0,1,commences
2,0,0,crest
2,2,1,locking
2,3,3,gripped
1,0,0,feathering
2,1,0,penile
2,1,0,yanking
2,2,4,breach
1,0,0,portalthis
1,0,0,roadtrips
3,0,1,warcraft
1,1,8,portal
1,0,3,caverns
1,0,0,quckly
1,0,0,wtb
1,0,0,pst
1,0,0,splode
2,0,0,sexxoring
2,0,2,opaque
1,0,0,repeatedy
1,0,0,cunnilingus
1,0,0,jus
5,0,0,shaughn
1,0,0,evie
2,1,0,demonizes
1,0,1,confidentiality
2,0,0,stigmas
1,1,2,hokey
1,1,0,leland
1,1,0,yolanda
4,0,1,peanuts
1,1,0,relapse
2,1,0,betterment
1,0,0,fearmongering
1,0,0,lolthis
2,0,0,ritually
1,0,1,mutilating
1,0,0,darksaber
1,2,3,buses
3,3,3,throes
1,2,1,thingy
3,5,0,undermining
1,6,2,millennium
1,0,0,wookiee
2,0,0,njo
2,0,0,sernpidal
6,0,3,mara
1,0,0,yomin
1,0,0,belkadan
1,0,3,standoff
1,0,0,dubrillion
1,0,0,yammosk
1,1,0,coordinator
1,0,0,tentacle
1,0,0,doolittle
1,0,0,booksale
2,0,0,cortes
1,8,3,aztec
1,3,3,aztecs
2,1,0,waged
2,0,1,conquistadors
1,0,0,squawks
2,1,1,gloriously
1,0,0,sesame
27,16,2,hart
1,0,0,application—that
1,1,10,spheres
5,25,5,survey
2,0,0,indirectness
1,0,0,unreadiness
1,1,1,molded
1,1,0,diversionary
1,0,0,athenians—a
1,2,1,persians
1,0,2,spears
2,0,0,miltiades
2,2,1,athenians
3,2,2,drawbacks
1,5,0,herodotus
1,6,1,thucydides
1,1,3,maneuvers
1,2,2,victorious
1,3,2,peloponnesian
1,5,0,conspicuously
2,2,2,grecian
1,3,0,cyrus
2,7,5,persia
1,2,0,cannae
1,0,0,zama
2,2,0,polybius
2,0,0,scipio
1,0,0,nicias
1,2,0,undercuts
1,0,2,concretely
2,1,4,accommodate
1,2,0,phalanx
1,0,1,massed
1,0,0,directness
1,0,0,decries
1,2,5,betray
1,0,0,selectiveness
1,7,11,proofs
3,1,3,excluding
1,0,0,deform
1,0,0,compilers
1,0,0,likeability
1,1,5,uniqueness
1,0,0,yougottabekiddinme
1,0,0,sceptically
1,0,0,unratedness
1,0,0,erroneously
3,0,2,forgetful
1,0,0,headier
2,1,0,mendacity
1,1,1,emperors
1,0,0,suitless
3,0,0,qbq
1,0,0,doddling
1,1,0,gaga
1,0,0,kwesi
1,0,0,readeri
1,1,0,cba
1,3,1,gulp
1,0,0,eeew
1,1,2,dehydration
1,0,0,mariage
1,1,0,sweetschallenges
1,0,0,surs
1,0,0,pichur
1,0,0,drawed
1,0,0,howp
1,0,0,thet
1,0,0,yew
1,0,0,lik
3,1,3,dehumanizing
2,1,0,belittling
2,1,0,uglies
1,2,0,pretties
3,9,0,westerfeld
4,1,2,reset
1,2,0,shay
1,0,0,reversals—i
1,0,0,not—zane
2,1,3,dissolution
1,1,0,waaaaay
6,0,0,harrington
1,0,0,sketchily
2,2,0,hornblower
1,2,1,nouveau
2,4,5,pierre
1,0,0,brio
1,3,2,panache
1,0,0,incapacity
1,0,0,selfsame
1,0,0,potboilers
1,0,0,overstuffed
1,0,0,upholstered
1,2,8,microsoft
1,0,0,sizemore
1,0,0,hideki
1,0,0,matsui
1,0,0,outfield
2,0,0,manticore
1,0,0,tching
2,2,4,ridge
1,1,0,starships
1,1,0,heirloom
1,4,1,operatives
1,0,0,burnishing
1,0,0,junction
1,0,0,exemplia
1,0,2,gratia
2,0,2,flashlight
1,3,3,retreats
4,0,0,greenwald
2,0,0,fourfa
1,0,1,fugazi
1,0,0,jawbreaker
1,0,0,dashboard
1,0,0,carrabba
3,3,2,whats
1,1,2,acoustic
2,0,0,makeoutclub
1,0,0,aerosmith
1,1,1,punks
2,0,1,octave
2,3,4,chord
1,5,8,rhythms
1,0,1,mellowness
1,1,0,misquotes
4,9,7,stoker
2,0,1,sacrilege
2,2,0,creepier
1,0,0,meheuggh
1,0,0,tlsd
1,2,0,brothels
1,2,0,shagged
1,0,1,havin
2,2,3,diction
2,7,0,rinaldi
1,1,0,uncannily
1,0,0,sociosexual
1,2,2,syrup
3,2,5,lifts
1,0,0,demerits
1,0,0,mew
2,1,5,titus
2,0,2,unabridged
1,2,1,relic
1,0,0,steamin
1,0,0,lurrrves
1,3,1,pining
1,0,0,wooing
2,1,1,peddling
1,2,1,reprinting
1,1,1,ramon
1,3,0,untill
1,0,0,mcnaught
3,2,0,sonoma
1,1,0,firemen
3,6,12,embraced
1,0,0,lukas
2,1,8,resisted
3,3,4,mocked
2,0,0,kickers
2,1,0,bohemians
1,0,0,uncultured
1,1,3,momentous
1,1,2,centennial
1,0,0,pickax
1,0,0,sediment
1,0,0,gneiss
1,0,0,fleck
1,0,1,tersely
1,0,0,broncos
2,0,0,rockies
2,1,0,avalanche
1,0,1,infidels
4,3,0,strobel
1,0,0,stobel
1,1,0,clique
3,0,0,tcfc
1,0,0,apologetical
1,0,0,dishonestly
1,0,0,copan
2,1,3,essayists
2,0,2,notaro
1,0,1,allegories
1,0,1,laboring
1,1,2,deprecating
1,0,0,cellulite
1,1,0,giggly
6,0,0,arion
10,0,2,argo
4,0,0,terrene
6,0,0,bluestone
2,1,0,soot
1,0,0,tarried
2,2,1,boarded
2,1,1,deceptions
1,0,0,forest…
4,0,0,regains
2,0,1,vibrations
5,3,2,volcano
1,0,0,erupting
1,1,2,obeyed
8,0,0,lucado
11,16,24,salvation
1,1,1,universalist
2,2,3,erupted
4,2,2,burying
2,1,1,trunks
1,2,3,sheltered
1,3,1,winged
1,3,0,peered
1,2,3,bushes
1,0,0,untainted
1,0,0,crossway
2,0,0,thornhill
1,2,1,contra
2,0,1,panned
1,3,2,elisabeth
1,0,0,joelvelasco
1,1,1,adaptive
1,1,0,hinge
1,2,1,veracity
1,10,0,buss
2,0,1,sst
1,1,0,bateman
1,0,0,buller
1,0,0,analogized
1,0,0,scorpion
1,0,0,overgeneralized
2,0,1,compunction
1,6,1,altruistic
2,0,2,naturalistic
1,1,1,forfeit
2,3,1,investigators
1,0,0,gussied
1,0,2,reeking
11,9,1,hobo
1,0,0,pigman
1,0,0,yawwwwn
1,0,0,fro
1,1,0,kindles
3,2,0,nursery
1,1,3,gaul
2,0,0,chastise
2,1,3,slimy
2,0,0,resentfully
2,3,5,familial
1,6,2,fidelity
1,4,0,gutter
1,0,1,manwhore
1,0,0,basest
3,1,2,perversions
1,2,0,promiscuity
1,0,0,deflowers
1,0,0,vindicates
1,0,0,hymen
1,1,0,prig
1,2,2,lark
2,0,0,demoss
2,0,1,childbearing
1,1,3,rearing
1,0,0,bancruptcy
1,0,0,saftey
3,1,6,medications
1,2,0,layperson
1,3,7,clergy
1,1,3,reins
1,0,0,overstep
1,0,1,expired
2,0,0,noobs
1,0,0,comebacks
1,1,0,swimmingly
1,1,1,lures
1,0,0,clary
1,0,0,sueness
1,0,2,cliffhangers
1,0,0,unwelcoming
2,0,0,scrappy
2,0,0,holidaying
1,0,0,ressembles
3,1,2,linguist
4,0,5,facilitate
1,0,0,pointles
2,1,1,whiney
1,0,0,drivvle
2,6,3,cuisine
1,1,2,maniacs
3,4,7,julius
2,5,7,romeo
1,0,0,unengaged
1,0,0,nstead
1,3,3,herb
3,0,3,landscaping
2,0,0,pesticide
1,2,0,gardeners
2,0,1,pesticides
9,0,0,lenny
1,0,0,starfish
3,0,0,humanized
2,1,1,romanticizing
4,2,2,poetically
1,0,0,blindsight
1,0,0,rifters
1,0,0,relevent
1,0,0,fourty
2,0,2,hasten
1,0,1,socialising
1,0,0,moths
1,0,0,enourmous
1,1,2,flicked
1,0,0,repetitve
1,0,0,cientific
2,0,0,inquirer
1,1,0,acceptability
1,1,0,chastising
1,0,0,coherant
2,0,2,distorts
3,1,0,nominally
2,0,0,baptises
1,2,3,flees
1,1,3,warmer
1,0,1,colder
1,1,4,nearer
2,1,0,forsake
1,1,1,genie
1,0,0,dines
1,0,0,misapplication
1,0,0,gty
1,0,0,frequ
1,3,3,perseverance
1,0,0,audibly
1,0,2,overtake
1,0,1,impulsively
2,1,1,residing
7,0,0,capaldi
3,11,5,stuart
1,0,0,correspondance
1,2,0,echoing
2,2,1,promulgated
1,1,0,breakthroughs
2,8,8,credited
1,4,1,suffrage
1,1,0,bentham
2,2,0,utilitarianism
1,0,6,ricardo
2,0,2,awakens
1,0,0,goodfellas
1,0,1,kiddin
2,0,1,caterpillars
1,0,0,tawney
1,0,0,irreparable
2,0,0,hamhanded
1,0,2,popes
1,9,2,chesterton
1,0,0,wto
1,0,0,imf
1,0,0,neocolonialism
1,7,5,influencing
1,0,0,mansholt
1,0,1,begotten
1,1,0,faustus
2,2,0,cartoony
2,1,0,grayscale
1,2,1,merge
4,1,0,lunacy
1,2,6,morrow
1,3,2,concurrently
2,0,0,hominems
1,2,1,frontal
3,3,0,snide
2,0,0,aping
1,0,1,morelli
9,0,1,covey
1,0,0,nough
3,2,0,rainbows
1,1,1,conjuring
1,1,1,alain
1,0,0,mikli
1,0,0,ibex
2,6,5,levine
1,0,1,moma
1,0,1,harps
1,0,0,bozeman
3,0,1,mic
1,1,0,subsidize
1,1,0,ravings
2,2,0,multifaceted
2,1,0,environmentalist
1,0,2,subscription
1,0,0,craaaaazy
2,5,8,skeleton
2,0,0,lawver
1,0,0,persecute
2,1,5,undergo
1,0,1,harasses
1,1,1,uproar
1,0,1,fours
1,3,1,frying
2,0,1,slamming
8,4,1,css
4,4,3,users
1,0,0,hmpf
3,0,0,dreamweaver
1,0,0,customizing
3,3,6,samples
8,15,7,barry
1,3,0,nba
1,0,0,playoff
1,1,2,kittens
1,2,1,pageant
1,0,1,historicals
1,1,0,chested
1,0,0,retinas
1,2,0,monograph
1,0,1,exalting
4,1,0,berryman
1,0,0,mansplains
2,1,0,puff
4,8,2,innovations
1,0,0,epistemologically
1,0,0,wrong—an
1,0,0,slave—and
2,0,0,mystifies
1,0,2,ascendant
1,0,0,dissociated
1,0,1,loaves
1,0,0,misogny
1,1,6,corpus
2,0,1,conduit
1,0,0,asyntactic—they
1,0,0,dantescan
1,0,0,convolutions
1,1,0,attaches
1,1,2,religiosity
1,0,0,palliating
2,2,2,recycle
3,1,2,irrevocably
1,0,0,sophmoric
2,1,0,quota
1,1,1,vamps
1,1,0,ifs
2,1,0,painkillers
1,0,0,paperbag
1,0,0,shitsville
1,0,0,percodans
1,0,0,wordburn
1,2,3,strengthened
1,0,0,unworth
1,0,0,rarer
1,0,1,legitimize
2,3,0,shortcoming
1,0,0,peach
1,0,1,epigrams
3,1,1,emptying
1,5,4,cellar
1,0,0,whirring
2,4,1,curl
1,0,0,nonphysical
1,0,0,enchant
2,0,1,delude
1,9,2,esther
1,1,1,hicks
1,0,0,counsellors
2,5,8,laurie
5,2,4,cord
2,0,2,winifred
1,1,1,grieve
3,0,4,maudie
1,0,0,thwarts
1,1,0,crusts
1,1,4,sufferings
1,1,1,leprechauns
1,0,1,bereavement
1,0,1,counselling
2,4,1,therapeutic
1,0,4,musty
2,0,0,fundy
2,2,0,hover
1,1,0,grieved
1,4,6,ministers
2,2,0,drying
1,1,2,exercised
1,0,3,steadfast
1,0,0,penitentiaries
1,0,0,jails
1,2,2,conditioned
1,2,1,surrendering
1,0,0,aptness
1,0,0,helpmeet
1,3,1,enlist
2,2,1,observers
2,0,0,unscriptural
2,1,0,racket
2,6,13,directors
1,1,2,elect
1,0,0,sissyfied
1,0,0,fundies
1,0,0,biblicists
1,1,2,fallible
1,0,0,disallow
1,1,3,expressly
2,0,1,corinth
1,1,0,prophetess
1,0,1,constrain
1,1,2,hermeneutics
5,2,2,afflicted
1,2,2,jammed
3,0,0,shortcut
1,0,0,backroads
1,0,1,generically
1,2,0,agonizingly
2,0,0,scarrow
1,3,10,shield
1,5,2,bins
1,0,0,supermarkets
2,2,2,scissors
1,0,0,iceni
1,0,0,boudica
1,0,0,amatuer
1,0,0,blaringly
1,0,1,cato
1,0,0,kinsman
1,0,0,skinful
1,0,0,outwrite
4,0,0,betancourt
1,0,0,orginal
1,0,1,forethought
5,1,0,expectant
1,1,0,cro
1,1,0,magnon
1,0,0,tallying
1,0,0,knucklehead
1,0,0,geico
1,0,0,mascot
1,0,2,gecko
3,0,0,pledging
2,1,3,fraternity
1,0,0,fraternities
1,1,0,fabrication
1,0,0,crackerjack
2,0,2,ryder
1,0,0,hallowed
2,1,4,brendan
1,4,7,parish
3,0,0,diel
1,0,0,quinlan
2,0,0,ageism
1,0,1,charities
1,0,0,egotists
1,7,8,visitor
3,17,0,klein
1,0,1,marketable
1,0,0,telekinetic
1,0,2,transsexual
1,1,2,smashes
1,0,0,schlocky
3,3,2,wag
2,0,0,juarez
1,0,0,opprobrium
1,1,1,saber
1,1,0,shittiest
1,0,0,henning
2,0,1,mankell
2,0,2,wallander
2,4,0,katz
1,0,1,sterility
1,0,0,genociding
1,0,2,radiating
1,0,1,ringworm
1,0,0,holocausts
2,2,1,savagely
1,0,0,maim
1,4,0,castaneda
1,2,1,exiting
1,0,0,sensor
1,2,0,collegiate
1,0,0,utpd
1,1,3,arresting
1,3,0,unpaid
1,2,1,dutifully
2,1,0,gotcha
1,2,0,cocks
1,0,1,torso
1,0,1,sphincter
1,0,0,ballsack
1,0,1,testes
2,4,1,viciously
1,1,0,shackled
2,1,0,meekly
1,0,0,movin
1,0,0,manacled
1,0,0,ghandi
1,0,0,lysistratan
1,0,0,nonaction
1,1,0,proneness
1,0,0,dumbfoundingly
2,2,4,christina
1,2,26,rossetti
1,6,7,keats
1,3,1,wordsworth
1,5,5,yeats
1,0,1,herrick
4,10,8,obtain
1,1,1,eros
1,5,3,otherness
1,0,0,doohickeys
1,0,0,thingiebobbers
2,2,1,climbed
1,0,0,zippity
1,0,0,dahs
1,0,0,blabbidy
1,0,0,blahed
1,0,0,thingimajig
1,0,0,garbledy
1,0,0,gook
1,0,0,cattywhompus
1,0,0,poom
1,0,0,zow
1,0,0,tozz
2,0,1,doodle
1,0,0,crumbly
1,0,1,wiggle
1,0,0,wam
1,1,3,northeast
1,0,0,deedle
1,0,0,jabberjaw
1,0,0,crapped
2,1,1,tbh
1,0,0,dildos
1,1,0,voyeurs
1,0,0,flounced
1,0,0,overdetermined
2,0,6,neill
1,1,0,unreserved
2,4,1,lexile
2,0,0,cramps
1,0,0,holds—which
1,0,0,toiled
1,1,1,hellhole
3,5,0,inkling
1,0,0,forcereturned
1,0,0,twinge
1,1,1,knickers
1,0,0,expunge
2,0,3,stains
2,1,2,violated
2,6,3,flock
2,0,0,psa
1,0,0,flockers
1,0,1,postulating
1,0,0,wellspring
1,2,1,sprung
1,0,0,believe…
1,0,3,stargate
3,0,0,daniken
1,0,0,beyond…well
1,0,0,malodorous
1,0,0,excreting
1,0,0,whackjob
